rank,ap,ap50,ap75,aps,apm,apl,ar100,detections,method,iou_thr,score_thr,primary_count,weights,inputs
27,0.6305521965095827,0.826716315965081,0.755935719630642,0.2749780646099421,0.6297178115812635,0.8120284223729153,0.7107357626596944,76767,wbf,0.78,0.001,1,1.000 1.400,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
28,0.6305493960679608,0.8278534409287409,0.756154311938803,0.2739364506662888,0.6299614921969662,0.809537088549711,0.7101569767905018,73410,wbf,0.68,0.001,1,1.000 1.300,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
29,0.6305162614241423,0.8271048660767074,0.7557972991544344,0.2740914821546358,0.6297747566482873,0.8117111960363124,0.7103496682563356,76451,wbf,0.72,0.001,1,1.000 1.400,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
30,0.630444896562821,0.8239251153700995,0.7543293281374839,0.2718349394570196,0.6297285598741322,0.811854893320571,0.7115563837993624,85051,wbf,0.76,0.001,1,1.000 1.050,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
31,0.630421340632684,0.8241268805806852,0.7548125911232816,0.2713115960425066,0.6297416253531983,0.8116784866606346,0.711256534502229,84763,wbf,0.72,0.001,1,1.000 1.050,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
32,0.6304190626683479,0.8273363065083587,0.7558063656908652,0.274181732289385,0.6298191114828386,0.8108419716470734,0.7103279473674569,75798,wbf,0.7,0.001,1,1.000 1.400,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
33,0.6303520770680835,0.8243176289082261,0.7545452372400311,0.27151294863000214,0.6298039299915618,0.8108918414563064,0.7112849348038078,84078,wbf,0.7,0.001,1,1.000 1.050,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
34,0.6303278722836478,0.8276981173128423,0.7555179824405698,0.27443816356704726,0.6296476604712673,0.8103031207752838,0.7099625545265497,71635,wbf,0.68,0.001,1,1.000 1.400,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
35,0.630267956268215,0.8239576686489177,0.7541347124067289,0.27237119887685723,0.6296899791709646,0.812011202924831,0.7115598640517911,85132,wbf,0.78,0.001,1,1.000 1.050,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
36,0.6301715010795818,0.8245898256931765,0.7538990972813552,0.2716526424396517,0.6295988943517556,0.8102832167410946,0.7107296671763018,79005,wbf,0.68,0.001,1,1.000 1.050,submissions\yolo11m_rgbt_aug_domain_w0_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
