rank,ap,ap50,ap75,aps,apm,apl,ar100,detections,method,iou_thr,score_thr,primary_count,weights,inputs
1,0.6248241980314762,0.8214237928569113,0.7479782201716746,0.25957979234604633,0.623564535942013,0.8180504268120522,0.707206513464177,105018,wbf,0.75,0.0005,1,1.000 1.100,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
68,0.6189347160963152,0.8143228038974619,0.7408533515127191,0.24934497506537093,0.6176908699485121,0.8109365667358719,0.7047147568813318,101467,wbf,0.7,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
69,0.6189200596046418,0.8142667873184994,0.7406488205275901,0.2508457236097314,0.6178730506278239,0.8113536419073402,0.7050254384044912,105278,wbf,0.75,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
70,0.6189200596046418,0.8142667873184994,0.7406488205275901,0.2508457236097314,0.6177608597781711,0.8113536419073402,0.7047732767837279,102299,wbf,0.75,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
71,0.6189069205598962,0.8150142131035335,0.7399422806654312,0.2462954830230694,0.6182895277225531,0.8116417179056034,0.703642187536737,79287,wbf,0.6,0.0005,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
72,0.6189069205598962,0.8150142131035335,0.7399422806654312,0.2462954830230694,0.6181614272836432,0.8116417179056034,0.703393911674668,77321,wbf,0.6,0.001,1,1.000 0.700,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
73,0.6188440933611691,0.814925692592799,0.7405088523984866,0.25097959673777714,0.6174317480123113,0.8116550330616825,0.7046462277118576,105453,wbf,0.85,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
74,0.6188440933611691,0.814925692592799,0.7405088523984866,0.25097959673777714,0.6173196450098789,0.8116550330616825,0.7043940660910941,102399,wbf,0.85,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
75,0.6185078641658572,0.8149532174929476,0.739682487811682,0.24619119051812663,0.6178634595683444,0.8112116606303498,0.7032613312722208,79263,wbf,0.6,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
76,0.6185078641658572,0.8149532174929476,0.739682487811682,0.24619119051812663,0.6177908182835975,0.8112116606303498,0.7030130554101518,77297,wbf,0.6,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
77,0.6182329732802279,0.8135702266967275,0.7392280362766442,0.24842726524986256,0.6177352035175568,0.8090653756952462,0.703540838815766,88625,wbf,0.65,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
78,0.6182329732802279,0.8135702266967275,0.7392280362766442,0.24842726524986256,0.617665381506454,0.8090653756952462,0.703292562953697,86296,wbf,0.65,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
79,0.6173869864696172,0.8134591172365402,0.7383589485589126,0.246075926652487,0.6169758317434003,0.808665997543224,0.7024836117580397,79180,wbf,0.6,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
80,0.6173869864696172,0.8134591172365402,0.7383589485589126,0.246075926652487,0.6169033150577695,0.808665997543224,0.7022353358959709,77219,wbf,0.6,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
81,0.6171562116800375,0.8135041610336655,0.738370327504451,0.24755525820572363,0.6168934011094522,0.8076187668929407,0.7027222868075781,88602,wbf,0.65,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
82,0.6171094552494487,0.8135041610336655,0.738370327504451,0.24755525820572363,0.6167712534694199,0.8076187668929407,0.7024740109455091,86274,wbf,0.65,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
83,0.6162125484469376,0.8133626409830955,0.7358578470905555,0.24542257215358917,0.6161649922951677,0.8074083526643231,0.701814157706933,79123,wbf,0.6,0.0005,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
84,0.6161637361040112,0.8133626409830955,0.7358578470905555,0.24542257215358917,0.6160381305523895,0.8074083526643231,0.7015658818448641,77170,wbf,0.6,0.001,1,1.000 0.350,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json
