rank,ap,ap50,ap75,aps,apm,apl,ar100,detections,method,iou_thr,score_thr,primary_count,weights,inputs,category_id
1,0.571389515282938,0.7596041237948672,0.6791190453339508,0.24718872582401402,0.5879343532797261,0.5940524777067682,0.6759259259259259,4415,wbf,0.85,0.0005,1,1.000 1.250,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
38,0.5606681599318559,0.746342727015278,0.6675542019620384,0.24606824645218506,0.5823292028723954,0.5681330778164267,0.6749455337690633,4304,wbf,0.75,0.001,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
39,0.5606350660531177,0.7464561218936211,0.6672368988594329,0.24607170676183754,0.5822489370920498,0.5678020568371221,0.6750544662309369,4410,wbf,0.8,0.0005,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
40,0.5606350660531177,0.7464561218936211,0.6672368988594329,0.24607170676183754,0.5822489370920498,0.5678020568371221,0.6750544662309369,4318,wbf,0.8,0.001,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
41,0.5606218850363237,0.746212855039936,0.6678089354962325,0.2402319317848264,0.5823444068569942,0.5691746200729504,0.6751633986928105,4391,wbf,0.74,0.0005,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
42,0.5606218850363237,0.746212855039936,0.6678089354962325,0.2402319317848264,0.5823444068569942,0.5691746200729504,0.6751633986928105,4300,wbf,0.74,0.001,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
43,0.5606213448996745,0.7462706864273457,0.6673918268415797,0.24606853851678973,0.5822800665785118,0.5681258374419323,0.6749455337690633,4404,wbf,0.78,0.0005,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
44,0.5606213448996745,0.7462706864273457,0.6673918268415797,0.24606853851678973,0.5822800665785118,0.5681258374419323,0.6749455337690633,4312,wbf,0.78,0.001,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
45,0.5605654928588775,0.7463854377963527,0.6682017841887178,0.24023903771951194,0.5821831566662362,0.5656407078262816,0.6742919389978212,4351,wbf,0.7,0.0005,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
46,0.5605654928588775,0.7463854377963527,0.6682017841887178,0.24023903771951194,0.5821831566662362,0.5656407078262816,0.6742919389978212,4264,wbf,0.7,0.001,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
47,0.5605518672422188,0.7457775796643517,0.6668429895825221,0.24502868896888674,0.581862216317557,0.5683779282228613,0.6753812636165577,4416,wbf,0.85,0.0005,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
48,0.5605518672422188,0.7457775796643517,0.6668429895825221,0.24502868896888674,0.581862216317557,0.5683779282228613,0.6753812636165577,4324,wbf,0.85,0.001,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
49,0.560411617556604,0.7458355573217194,0.66681344144782,0.24365156008784258,0.5823366356959828,0.567532333500858,0.6750544662309369,4397,wbf,0.75,0.0005,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
50,0.560411617556604,0.7458355573217194,0.66681344144782,0.24365156008784258,0.5823366356959828,0.567532333500858,0.6750544662309369,4305,wbf,0.75,0.001,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
51,0.5604098457087343,0.7458845975886051,0.6665225231114787,0.2436539940497818,0.582377710813387,0.5671483496771658,0.675272331154684,4411,wbf,0.8,0.0005,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
52,0.5604098457087343,0.7458845975886051,0.6665225231114787,0.2436539940497818,0.582377710813387,0.5671483496771658,0.675272331154684,4319,wbf,0.8,0.001,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
53,0.5603794235604105,0.745674156327437,0.6666934251421375,0.24365185345196091,0.5822998944748878,0.567532333500858,0.6750544662309369,4404,wbf,0.78,0.0005,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
54,0.5603794235604105,0.745674156327437,0.6666934251421375,0.24365185345196091,0.5822998944748878,0.567532333500858,0.6750544662309369,4312,wbf,0.78,0.001,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
55,0.5603683586054491,0.7457085841150164,0.6670676560420468,0.23736689404403263,0.5823551453035578,0.5680647452325972,0.6751633986928105,4392,wbf,0.74,0.0005,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
56,0.5603683586054491,0.7457085841150164,0.6670676560420468,0.23736689404403263,0.5823551453035578,0.5680647452325972,0.6751633986928105,4301,wbf,0.74,0.001,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
57,0.5602854713753156,0.7458376524017668,0.6675405904236547,0.23737676045009523,0.5821674899731423,0.5649525213924848,0.6744008714596951,4353,wbf,0.7,0.0005,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
58,0.5602854713753156,0.7458376524017668,0.6675405904236547,0.23737676045009523,0.5821674899731423,0.5649525213924848,0.6744008714596951,4266,wbf,0.7,0.001,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
59,0.5602152334055903,0.7455613630674782,0.6677535792466079,0.24587166543675643,0.5813298953889254,0.5687829786863968,0.6750544662309369,4416,wbf,0.85,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
60,0.5602152334055903,0.7455613630674782,0.6677535792466079,0.24587166543675643,0.5813298953889254,0.5687829786863968,0.6750544662309369,4324,wbf,0.85,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
61,0.56015052000078,0.7453348032536022,0.6675117880040002,0.24459060842172595,0.5813330070596472,0.5674536154920973,0.6748366013071896,4398,wbf,0.75,0.0005,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
62,0.56015052000078,0.7453348032536022,0.6675117880040002,0.24459060842172595,0.5813330070596472,0.5674536154920973,0.6748366013071896,4306,wbf,0.75,0.001,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
63,0.5601379847166851,0.7454836024038638,0.667192714844159,0.24459388757985595,0.5813872615053531,0.5677019163762796,0.6750544662309368,4411,wbf,0.8,0.0005,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
64,0.5601379847166851,0.7454836024038638,0.667192714844159,0.24459388757985595,0.5813872615053531,0.5677019163762796,0.6750544662309368,4319,wbf,0.8,0.001,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
65,0.5601131034883369,0.7453158326340575,0.6673686472321919,0.24459131747907115,0.581320569480151,0.5674536154920973,0.6748366013071896,4404,wbf,0.78,0.0005,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
66,0.5601131034883369,0.7453158326340575,0.6673686472321919,0.24459131747907115,0.581320569480151,0.5674536154920973,0.6748366013071896,4312,wbf,0.78,0.001,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
67,0.5600801466421175,0.7452317223003551,0.6674120088440505,0.23851025615521954,0.5813566571705049,0.5679860272238365,0.6749455337690632,4394,wbf,0.74,0.0005,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
68,0.5600801466421175,0.7452317223003551,0.6674120088440505,0.23851025615521954,0.5813566571705049,0.5679860272238365,0.6749455337690632,4303,wbf,0.74,0.001,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
69,0.5600164019871154,0.7455537464843244,0.6677506975578238,0.2385194289964033,0.5813672430758428,0.5663953086755593,0.674400871459695,4362,wbf,0.7,0.0005,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
70,0.5600164019871154,0.7455537464843244,0.6677506975578238,0.2385194289964033,0.5813672430758428,0.5663953086755593,0.674400871459695,4275,wbf,0.7,0.001,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
71,0.5600049891536146,0.745979317424301,0.6687389015076437,0.23669160743007422,0.5820208240197872,0.5674158849834682,0.6742919389978214,3851,wbf,0.65,0.0005,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
72,0.5600049891536146,0.745979317424301,0.6687389015076437,0.23669160743007422,0.5820208240197872,0.5674158849834682,0.6742919389978214,3775,wbf,0.65,0.001,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
73,0.5599292131826141,0.7452829232214578,0.6683073125279599,0.24542913924536572,0.5808074955073478,0.5684343185733589,0.6746187363834424,4400,wbf,0.75,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
74,0.5599292131826141,0.7452829232214578,0.6683073125279599,0.24542913924536572,0.5808074955073478,0.5684343185733589,0.6746187363834424,4308,wbf,0.75,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
75,0.559892116341645,0.7452577072306037,0.6681945279213531,0.2454298496196871,0.5807784797389478,0.5684195887889748,0.6746187363834424,4406,wbf,0.78,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
76,0.559892116341645,0.7452577072306037,0.6681945279213531,0.2454298496196871,0.5807784797389478,0.5684195887889748,0.6746187363834424,4314,wbf,0.78,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
77,0.5598624085679975,0.7451789681426724,0.6682108859139789,0.2392113316443925,0.5808270247690768,0.568966730305098,0.674727668845316,4396,wbf,0.74,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
78,0.5598624085679975,0.7451789681426724,0.6682108859139789,0.2392113316443925,0.5808270247690768,0.568966730305098,0.674727668845316,4305,wbf,0.74,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
79,0.5598114956475604,0.7452749671845028,0.6679906669738823,0.24543242105522498,0.5808307345631784,0.56763539232787,0.674727668845316,4412,wbf,0.8,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
80,0.5598114956475604,0.7452749671845028,0.6679906669738823,0.24543242105522498,0.5808307345631784,0.56763539232787,0.674727668845316,4320,wbf,0.8,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
81,0.5597909860578257,0.7454530144930164,0.6685502032721542,0.23922047432687374,0.5810951516602874,0.5667501256757764,0.6742919389978214,4369,wbf,0.7,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
82,0.5597909860578257,0.7454530144930164,0.6685502032721542,0.23922047432687374,0.5810951516602874,0.5667501256757764,0.6742919389978214,4282,wbf,0.7,0.001,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
83,0.5595619179625981,0.7454344532271987,0.6681249672443513,0.23363213994044132,0.5819376104943756,0.5667976911572428,0.6741830065359478,3846,wbf,0.65,0.0005,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
84,0.5595619179625981,0.7454344532271987,0.6681249672443513,0.23363213994044132,0.5819376104943756,0.5667976911572428,0.6741830065359478,3770,wbf,0.65,0.001,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
85,0.5586524468490088,0.7460257344167899,0.6655779169482213,0.22606548366333468,0.5807562969378408,0.5669456171492547,0.6725490196078431,3539,wbf,0.6,0.0005,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
86,0.5586524468490088,0.7460257344167899,0.6655779169482213,0.22606548366333468,0.5807562969378408,0.5669456171492547,0.6725490196078431,3472,wbf,0.6,0.001,1,1.000 0.950,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
87,0.5586468968539292,0.745022409304308,0.6681893393518435,0.23619168332727983,0.5809090814181448,0.5665280944831667,0.673202614379085,3841,wbf,0.65,0.0005,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
88,0.5586468968539292,0.745022409304308,0.6681893393518435,0.23619168332727983,0.5809090814181448,0.5665280944831667,0.673202614379085,3765,wbf,0.65,0.001,1,1.000 0.750,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
89,0.5585223668394986,0.7458937641635565,0.6647409027655468,0.22876293764273783,0.5807478545303904,0.5660376080041242,0.6723311546840958,3534,wbf,0.6,0.0005,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
90,0.5585223668394986,0.7458937641635565,0.6647409027655468,0.22876293764273783,0.5807478545303904,0.5660376080041242,0.6723311546840958,3467,wbf,0.6,0.001,1,1.000 0.850,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
91,0.5581538192184231,0.7419009698575583,0.6612814694034347,0.24857535097192088,0.5790652326384245,0.5667772409887033,0.6739651416122004,4416,wbf,0.85,0.0005,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
92,0.5581538192184231,0.7419009698575583,0.6612814694034347,0.24857535097192088,0.5790652326384245,0.5667772409887033,0.6739651416122004,4324,wbf,0.85,0.001,1,1.000 0.500,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
93,0.5581011560430946,0.7449065111277678,0.6681555423307739,0.236842255748968,0.5799534105032584,0.5660911395490491,0.6728758169934641,3839,wbf,0.65,0.0005,1,1.000 0.650,submissions\phase0_rgbt2\rgbt_tta_val.json | submissions\gem_adapter_yolo_pretrained_fix_last_val.json,5
